order_id,order_date,product,category,region,channel,units,unit_price,revenue,customer_rating,returned
ORD-1297,2025-09-01,Phone,Electronics,East,Online,53,799.0,36241.53,4.9,No
ORD-1298,2025-12-19,Tablet,Electronics,West,Distributor,41,429.0,15114.69,4.9,No
ORD-1299,2025-10-24,Monitor,Electronics,North,Retail,37,249.0,8564.77,2.9,No
ORD-1300,2025-11-14,Keyboard,Accessories,South,Retail,50,79.0,999999.0,1.1,No
ORD-1301,2025-02-26,Mouse,Accessories,East,Online,13,39.0,-9999.0,1.6,No
ORD-1302,2025-07-30,Headset,Accessories,West,Online,33,129.0,4773.12,3.8,No
ORD-1303,2025-10-15,Camera,Electronics,West,Retail,21,549.0,13827.23,2.5,No
ORD-1304,2025-08-24,Laptop,Electronics,Central,Distributor,59,999.0,61097.91,3.7,No
ORD-1305,2025-12-15,Phone,Electronics,East,Retail,42,799.0,37963.44,2.9,No
ORD-1306,2025-05-23,Tablet,Electronics,East,Distributor,36,429.0,14740.91,3.8,No
ORD-1307,2025-09-08,Monitor,Electronics,Central,Distributor,21,249.0,5322.76,2.2,No
ORD-1308,2025-10-06,Keyboard,Accessories,West,Distributor,25,79.0,2297.94,4.8,No
ORD-1309,2025-05-29,Mouse,Accessories,North,Distributor,3,39.0,111.23,4.7,No
ORD-1310,2025-09-03,Headset,Accessories,Central,Distributor,14,129.0,1662.83,4.7,No
ORD-1311,2025-03-12,Camera,Electronics,Central,Retail,7,549.0,4094.67,2.0,No
ORD-1312,2025-09-29,Laptop,Electronics,North,Online,15,999.0,16083.11,2.7,No
ORD-1313,2025-02-21,Phone,Electronics,North,Retail,44,799.0,39366.57,4.9,No
ORD-1314,2025-12-01,Tablet,Electronics,West,Online,60,429.0,29812.75,3.6,No
ORD-1315,2025-05-28,Monitor,Electronics,North,Online,21,249.0,4967.0,3.6,No
ORD-1316,2025-01-20,Keyboard,Accessories,West,Retail,59,79.0,5465.09,4.7,Yes
ORD-1317,2025-07-23,Mouse,Accessories,East,Online,51,39.0,2035.51,1.0,No
ORD-1318,2025-02-24,Headset,Accessories,East,Online,60,129.0,9241.93,5.0,No
ORD-1319,2025-09-10,Camera,Electronics,Central,Online,57,549.0,36878.68,2.1,No
ORD-1320,2025-06-19,Laptop,Electronics,East,Retail,11,999.0,12152.64,1.1,No
ORD-1321,2025-06-01,Phone,Electronics,South,Retail,37,799.0,32106.61,3.4,No
ORD-1322,2025-07-27,Tablet,Electronics,East,Online,53,429.0,22730.09,2.6,No
ORD-1323,2025-03-13,Monitor,Electronics,South,Online,31,249.0,7435.41,2.0,No
ORD-1324,2025-05-17,Keyboard,Accessories,Central,Online,22,79.0,1660.97,2.0,No
ORD-1325,2025-05-01,Mouse,Accessories,West,Distributor,4,39.0,169.06,1.6,No
ORD-1326,2025-12-27,Headset,Accessories,North,Distributor,50,129.0,6184.53,2.5,No
ORD-1327,2025-03-10,Camera,Electronics,Central,Distributor,31,549.0,15378.62,2.7,No
ORD-1328,2025-08-30,Laptop,Electronics,South,Retail,49,999.0,50817.56,3.7,No
ORD-1329,2025-02-11,Phone,Electronics,East,Online,34,799.0,27338.82,4.7,No
ORD-1330,2025-10-08,Tablet,Electronics,Central,Retail,58,429.0,25551.84,1.6,No
ORD-1331,2025-09-24,Monitor,Electronics,South,Retail,29,249.0,6431.63,3.0,No
ORD-1332,2025-08-17,Keyboard,Accessories,South,Retail,52,79.0,3571.79,2.7,No
ORD-1333,2025-10-14,Mouse,Accessories,East,Online,30,39.0,1270.0,2.6,No
ORD-1334,2025-04-22,Headset,Accessories,West,Distributor,38,129.0,4292.0,3.8,No
ORD-1335,2025-01-31,Camera,Electronics,West,Online,60,549.0,38308.44,2.1,No
ORD-1336,2025-03-11,Laptop,Electronics,West,Distributor,50,999.0,53672.96,5.0,No
ORD-1337,2025-07-13,Phone,Electronics,Central,Retail,25,799.0,17539.8,3.6,No
ORD-1338,2025-04-02,Tablet,Electronics,South,Retail,35,429.0,14828.37,4.3,No
ORD-1339,2025-06-02,Monitor,Electronics,Central,Online,30,249.0,8110.37,3.1,No
ORD-1340,2025-05-07,Keyboard,Accessories,East,Retail,30,79.0,2301.64,4.7,No
ORD-1341,2025-02-27,Mouse,Accessories,West,Retail,3,39.0,132.6,4.1,No
ORD-1342,2025-01-09,Headset,Accessories,North,Retail,16,129.0,1903.27,1.1,No
ORD-1343,2025-12-27,Camera,Electronics,North,Online,56,549.0,26656.18,2.8,No
ORD-1344,2025-01-29,Laptop,Electronics,East,Retail,9,999.0,9228.03,4.3,No
ORD-1345,2025-06-13,Phone,Electronics,East,Retail,37,799.0,31315.23,2.2,No
ORD-1346,2025-12-05,Tablet,Electronics,East,Distributor,34,429.0,13526.55,1.2,No
ORD-1347,2025-03-31,Monitor,Electronics,Central,Online,41,249.0,11102.93,1.2,No
ORD-1348,2025-11-26,Keyboard,Accessories,Central,Distributor,43,79.0,3340.62,3.8,No
ORD-1349,2025-06-03,Mouse,Accessories,Central,Online,25,39.0,891.5,2.0,No
ORD-1350,2025-12-29,Headset,Accessories,North,Retail,10,129.0,1460.31,2.7,No
ORD-1351,2025-09-29,Camera,Electronics,East,Retail,9,549.0,4871.56,2.3,Yes
ORD-1352,2025-08-19,Laptop,Electronics,Central,Retail,55,999.0,53839.35,1.2,No
ORD-1353,2025-11-06,Phone,Electronics,North,Retail,39,799.0,26918.17,4.2,No
ORD-1354,2025-12-10,Tablet,Electronics,South,Distributor,36,429.0,14300.46,2.2,No
ORD-1355,2025-04-19,Monitor,Electronics,North,Online,60,249.0,13692.63,4.7,No
ORD-1356,2025-12-27,Keyboard,Accessories,South,Retail,14,79.0,1093.64,2.3,No
ORD-1357,2025-08-27,Mouse,Accessories,East,Distributor,35,39.0,1470.18,2.4,No
ORD-1358,2025-08-27,Headset,Accessories,West,Distributor,7,129.0,1021.28,4.7,No
ORD-1359,2025-07-31,Camera,Electronics,South,Retail,3,549.0,1724.22,1.1,No
ORD-1360,2025-10-27,Laptop,Electronics,East,Retail,38,999.0,41834.28,1.8,No
ORD-1361,2025-10-19,Phone,Electronics,Central,Distributor,54,799.0,40384.89,2.0,No
ORD-1362,2025-11-25,Tablet,Electronics,South,Distributor,48,429.0,21039.02,1.7,No
ORD-1363,2025-09-08,Monitor,Electronics,Central,Online,12,249.0,3498.69,3.1,No
ORD-1364,2025-02-08,Keyboard,Accessories,North,Online,53,79.0,4538.19,1.5,No
ORD-1365,2025-02-04,Mouse,Accessories,South,Retail,46,39.0,1619.73,2.8,Yes
ORD-1366,2025-11-23,Headset,Accessories,West,Online,43,129.0,6528.08,1.1,No
ORD-1367,2025-07-30,Camera,Electronics,East,Retail,1,549.0,469.86,4.9,Yes
ORD-1368,2025-12-24,Laptop,Electronics,South,Online,44,999.0,43986.8,4.7,No
ORD-1369,2025-05-04,Phone,Electronics,East,Distributor,13,799.0,11082.13,2.1,No
ORD-1370,2025-07-11,Tablet,Electronics,South,Retail,26,429.0,11272.78,2.2,No
ORD-1371,2025-02-11,Monitor,Electronics,North,Online,42,249.0,12519.13,2.6,No
ORD-1372,2025-09-01,Keyboard,Accessories,South,Online,4,79.0,339.02,3.0,No
ORD-1373,2025-06-19,Mouse,Accessories,North,Retail,37,39.0,1720.15,4.7,No
ORD-1374,2025-12-21,Headset,Accessories,East,Online,57,129.0,7708.7,4.7,No
ORD-1375,2025-05-24,Camera,Electronics,North,Retail,58,549.0,33117.61,4.7,No
ORD-1376,2025-04-17,Laptop,Electronics,West,Online,38,999.0,34183.53,2.2,No
ORD-1377,2025-10-18,Phone,Electronics,Central,Distributor,54,799.0,49501.62,2.5,No
ORD-1378,2025-12-19,Tablet,Electronics,East,Online,47,429.0,17692.02,1.4,No
ORD-1379,2025-02-08,Monitor,Electronics,Central,Retail,22,249.0,5816.59,2.6,No
ORD-1380,2025-01-16,Keyboard,Accessories,West,Online,41,79.0,3063.01,1.9,No
ORD-1381,2025-07-12,Mouse,Accessories,Central,Online,28,39.0,999.19,1.3,No
ORD-1382,2025-05-07,Headset,Accessories,East,Retail,46,129.0,5196.57,2.5,No
ORD-1383,2025-03-20,Camera,Electronics,East,Online,48,549.0,25992.76,1.4,No
ORD-1384,2025-08-16,Laptop,Electronics,North,Retail,24,999.0,26768.52,1.3,No
ORD-1385,2025-10-13,Phone,Electronics,North,Online,36,799.0,29608.35,1.4,No
ORD-1386,2025-11-02,Tablet,Electronics,West,Online,39,429.0,18814.91,2.2,No
ORD-1387,2025-02-13,Monitor,Electronics,South,Retail,47,249.0,13638.65,3.1,No
ORD-1388,2025-03-28,Keyboard,Accessories,East,Online,9,79.0,671.27,1.6,No
ORD-1389,2025-05-22,Mouse,Accessories,North,Distributor,27,39.0,1005.52,2.0,No
ORD-1390,2025-11-17,Headset,Accessories,South,Online,32,129.0,4366.73,1.4,No
ORD-1391,2025-07-22,Camera,Electronics,West,Distributor,22,549.0,13824.05,2.8,No
ORD-1392,2025-11-30,Laptop,Electronics,East,Retail,39,999.0,34973.09,4.8,No
ORD-1393,2025-06-10,Phone,Electronics,East,Distributor,12,799.0,11386.72,3.9,No
ORD-1394,2025-10-22,Tablet,Electronics,West,Distributor,51,429.0,20453.55,4.3,No
ORD-1395,2025-02-28,Monitor,Electronics,Central,Retail,60,249.0,15647.37,1.7,No
ORD-1396,2025-01-14,Keyboard,Accessories,South,Online,47,79.0,3755.95,4.2,No
ORD-1397,2025-02-05,Mouse,Accessories,West,Online,53,39.0,2370.28,1.6,No
ORD-1398,2025-05-10,Headset,Accessories,West,Online,43,129.0,5014.21,1.3,No
ORD-1399,2025-09-03,Camera,Electronics,Central,Online,38,549.0,20659.26,3.2,No
ORD-1400,2025-07-04,Laptop,Electronics,Central,Retail,45,999.0,52301.79,3.6,No
ORD-1401,2025-05-08,Phone,Electronics,South,Retail,43,799.0,37196.36,1.2,No
ORD-1402,2025-12-13,Tablet,Electronics,East,Online,42,429.0,17835.41,1.4,No
ORD-1403,2025-04-24,Monitor,Electronics,Central,Retail,33,249.0,9132.36,3.8,No
ORD-1404,2025-07-11,Keyboard,Accessories,Central,Retail,26,79.0,2078.8,1.6,No
ORD-1405,2025-09-05,Mouse,Accessories,North,Online,7,39.0,260.28,4.3,No
ORD-1406,2025-06-28,Headset,Accessories,South,Retail,20,129.0,2502.79,2.9,No
ORD-1407,2025-08-13,Camera,Electronics,East,Online,47,549.0,28225.05,2.2,No
ORD-1408,2025-02-28,Laptop,Electronics,North,Retail,2,999.0,2292.13,4.7,No
ORD-1409,2025-09-22,Phone,Electronics,East,Retail,12,799.0,10001.9,2.7,No
ORD-1410,2025-07-27,Tablet,Electronics,West,Online,41,429.0,16086.16,1.1,No
ORD-1411,2025-04-12,Monitor,Electronics,West,Online,29,249.0,7634.55,3.8,No
ORD-1412,2025-12-27,Keyboard,Accessories,Central,Online,52,79.0,4636.3,4.2,No
ORD-1413,2025-07-07,Mouse,Accessories,North,Distributor,21,39.0,752.64,3.7,No
ORD-1414,2025-11-24,Headset,Accessories,Central,Online,21,129.0,2868.67,3.3,No
ORD-1415,2025-08-23,Camera,Electronics,East,Retail,40,549.0,19992.05,3.4,No
ORD-1416,2025-06-10,Laptop,Electronics,North,Retail,8,999.0,7460.54,2.5,No
ORD-1417,2025-07-18,Phone,Electronics,Central,Online,27,799.0,22840.39,2.7,No
ORD-1418,2025-10-03,Tablet,Electronics,South,Retail,45,429.0,22619.79,1.7,No
ORD-1419,2025-04-06,Monitor,Electronics,Central,Online,21,249.0,5985.61,4.5,No
ORD-1420,2025-09-06,Keyboard,Accessories,West,Retail,9,79.0,652.91,3.0,No
ORD-1421,2025-12-17,Mouse,Accessories,West,Online,32,39.0,1242.35,1.7,No
ORD-1422,2025-04-23,Headset,Accessories,South,Retail,19,129.0,2111.4,2.2,No
ORD-1423,2025-10-17,Camera,Electronics,West,Retail,48,549.0,29524.56,3.0,No
ORD-1424,2025-05-18,Laptop,Electronics,East,Retail,50,999.0,51952.35,4.3,Yes
ORD-1425,2025-08-14,Phone,Electronics,West,Online,35,799.0,25909.28,3.9,No
ORD-1426,2025-05-07,Tablet,Electronics,North,Online,20,429.0,9920.05,2.1,No
ORD-1427,2025-02-14,Monitor,Electronics,North,Retail,29,249.0,8324.74,1.8,No
ORD-1428,2025-12-19,Keyboard,Accessories,Central,Online,23,79.0,2092.03,1.7,No
ORD-1429,2025-04-16,Mouse,Accessories,North,Retail,53,39.0,1906.66,2.4,No
ORD-1430,2025-10-03,Headset,Accessories,East,Distributor,11,129.0,1366.89,3.3,No
ORD-1431,2025-09-21,Camera,Electronics,North,Retail,58,549.0,34636.29,4.9,No
ORD-1432,2025-01-31,Laptop,Electronics,South,Retail,18,999.0,20741.64,2.0,No
ORD-1433,2025-05-07,Phone,Electronics,West,Online,49,799.0,44837.47,1.6,No
ORD-1434,2025-11-18,Tablet,Electronics,North,Online,27,429.0,11366.52,2.6,No
ORD-1435,2025-12-22,Monitor,Electronics,West,Online,60,249.0,17286.49,2.3,Yes
ORD-1436,2025-02-17,Keyboard,Accessories,East,Online,47,79.0,4419.41,4.2,No
ORD-1437,2025-08-08,Mouse,Accessories,East,Distributor,53,39.0,1910.21,4.3,No
ORD-1438,2025-10-23,Headset,Accessories,West,Distributor,9,129.0,1216.9,4.6,No
ORD-1439,2025-01-24,Camera,Electronics,West,Online,7,549.0,4108.79,1.5,No
ORD-1440,2025-08-14,Laptop,Electronics,West,Retail,30,999.0,25481.59,5.0,No
ORD-1441,2025-11-29,Phone,Electronics,East,Online,20,799.0,14472.16,3.6,No
ORD-1442,2025-07-10,Tablet,Electronics,South,Online,43,429.0,21515.29,2.6,No
ORD-1443,2025-12-25,Monitor,Electronics,North,Online,49,249.0,11370.73,1.0,No
ORD-1444,2025-03-09,Keyboard,Accessories,West,Online,38,79.0,2789.36,1.0,No
ORD-1445,2025-03-03,Mouse,Accessories,South,Online,56,39.0,2179.22,1.3,No
ORD-1446,2025-02-22,Headset,Accessories,East,Retail,7,129.0,866.58,2.5,No
ORD-1447,2025-03-10,Camera,Electronics,South,Online,42,549.0,27612.62,3.1,Yes
ORD-1448,2025-11-29,Laptop,Electronics,South,Retail,11,999.0,11033.34,4.7,No
ORD-1449,2025-08-15,Phone,Electronics,North,Retail,56,799.0,41434.54,4.0,No
ORD-1450,2025-07-16,Tablet,Electronics,East,Retail,23,429.0,11713.48,2.0,No
ORD-1451,2025-05-08,Monitor,Electronics,Central,Distributor,36,249.0,9504.97,4.1,No
ORD-1452,2025-12-04,Keyboard,Accessories,Central,Retail,57,79.0,4302.96,3.0,No
ORD-1453,2025-06-01,Mouse,Accessories,South,Online,42,39.0,1423.58,2.5,No
ORD-1454,2025-11-23,Headset,Accessories,North,Distributor,39,129.0,4401.39,4.7,No
ORD-1455,2025-10-19,Camera,Electronics,South,Online,27,549.0,14495.33,4.8,No
ORD-1456,2025-01-09,Laptop,Electronics,East,Retail,38,999.0,33164.98,1.2,Yes
ORD-1457,2025-07-23,Phone,Electronics,Central,Online,33,799.0,25055.79,2.7,No
ORD-1458,2025-11-24,Tablet,Electronics,South,Distributor,35,429.0,15588.26,1.3,Yes
ORD-1459,2025-04-15,Monitor,Electronics,East,Online,52,249.0,11709.94,3.3,No
ORD-1460,2025-11-29,Keyboard,Accessories,East,Online,44,79.0,3737.06,3.9,No
ORD-1461,2025-01-30,Mouse,Accessories,West,Online,16,39.0,549.23,2.8,No
ORD-1462,2025-06-08,Headset,Accessories,South,Online,43,129.0,6154.91,1.1,No
ORD-1463,2025-01-06,Camera,Electronics,East,Retail,11,549.0,6182.39,3.1,No
ORD-1464,2025-05-13,Laptop,Electronics,East,Online,11,999.0,10770.92,4.1,Yes
ORD-1465,2025-08-08,Phone,Electronics,East,Retail,18,799.0,14861.62,3.5,No
ORD-1466,2025-09-19,Tablet,Electronics,Central,Retail,24,429.0,8951.38,2.5,No
ORD-1467,2025-02-22,Monitor,Electronics,North,Retail,58,249.0,15176.65,4.0,Yes
ORD-1468,2025-01-07,Keyboard,Accessories,East,Online,16,79.0,1094.74,4.7,No
ORD-1469,2025-01-19,Mouse,Accessories,West,Retail,36,39.0,1588.05,2.3,No
ORD-1470,2025-06-13,Headset,Accessories,Central,Distributor,18,129.0,2644.99,1.5,No
ORD-1471,2025-01-27,Camera,Electronics,Central,Online,12,549.0,6114.42,4.8,Yes
ORD-1472,2025-08-27,Laptop,Electronics,East,Distributor,56,999.0,53080.08,1.3,No
ORD-1473,2025-07-08,Phone,Electronics,East,Retail,13,799.0,9889.03,2.0,No
ORD-1474,2025-09-10,Tablet,Electronics,Central,Retail,50,429.0,24057.46,1.6,No
ORD-1475,2025-01-13,Monitor,Electronics,North,Distributor,15,249.0,3882.68,1.0,No
ORD-1476,2025-06-07,Keyboard,Accessories,South,Online,7,79.0,509.77,3.0,Yes
ORD-1477,2025-03-14,Mouse,Accessories,North,Retail,46,39.0,1700.6,4.6,No
ORD-1478,2025-12-25,Headset,Accessories,North,Retail,58,129.0,7335.14,1.4,No
ORD-1479,2025-07-21,Camera,Electronics,North,Online,5,549.0,2901.91,3.6,No
ORD-1480,2025-05-30,Laptop,Electronics,West,Distributor,17,999.0,19493.42,2.3,No
ORD-1481,2025-02-08,Phone,Electronics,Central,Online,13,799.0,9323.78,1.6,No
ORD-1482,2025-08-27,Tablet,Electronics,Central,Distributor,21,429.0,8939.45,4.9,No
ORD-1483,2025-06-07,Monitor,Electronics,North,Online,30,249.0,7042.36,1.6,No
ORD-1484,2025-12-27,Keyboard,Accessories,South,Distributor,45,79.0,3772.41,1.6,No
ORD-1485,2025-07-02,Mouse,Accessories,East,Distributor,26,39.0,1044.13,4.3,No
ORD-1486,2025-07-27,Headset,Accessories,Central,Retail,55,129.0,7153.68,1.4,No
ORD-1487,2025-03-13,Camera,Electronics,South,Retail,8,549.0,3751.58,1.8,No
ORD-1488,2025-12-18,Laptop,Electronics,North,Retail,41,999.0,48255.9,3.3,No
ORD-1489,2025-02-08,Phone,Electronics,South,Online,2,799.0,1916.01,4.2,No
ORD-1490,2025-06-19,Tablet,Electronics,West,Online,8,429.0,2968.49,1.7,No
ORD-1491,2025-07-22,Monitor,Electronics,West,Retail,32,249.0,6855.02,2.4,No
ORD-1492,2025-05-21,Keyboard,Accessories,South,Online,18,79.0,1430.68,3.5,No
ORD-1493,2025-11-28,Mouse,Accessories,Central,Online,19,39.0,759.24,1.2,No
ORD-1494,2025-03-12,Headset,Accessories,Central,Retail,27,129.0,3203.7,3.5,No
ORD-1495,2025-01-10,Camera,Electronics,East,Online,25,549.0,15422.38,3.2,No
ORD-1496,2025-10-17,Laptop,Electronics,East,Retail,33,999.0,31732.77,1.1,No
ORD-1497,2025-01-16,Phone,Electronics,East,Online,58,799.0,52539.84,4.2,No
ORD-1498,2025-07-03,Tablet,Electronics,South,Retail,50,429.0,22616.8,1.4,No
ORD-1499,2025-05-17,Monitor,Electronics,North,Retail,35,249.0,9897.62,3.3,No
ORD-1500,2025-07-18,Keyboard,Accessories,South,Retail,23,79.0,,1.9,No
ORD-1501,2025-12-24,Mouse,Accessories,North,Distributor,23,39.0,1049.39,4.8,No
ORD-1502,2025-10-16,Headset,Accessories,West,Retail,13,129.0,1916.55,2.2,No
ORD-1503,2025-02-16,Camera,Electronics,South,Online,4,549.0,2045.39,3.1,Yes
ORD-1504,2025-11-11,Laptop,Electronics,East,Retail,13,999.0,14704.61,4.7,No
ORD-1505,2025-06-15,Phone,Electronics,Central,Retail,4,799.0,2741.11,4.1,No
ORD-1506,2025-07-06,Tablet,Electronics,West,Retail,5,429.0,2103.72,1.4,No
ORD-1507,2025-03-11,Monitor,Electronics,West,Online,11,249.0,3030.22,3.6,No
ORD-1508,2025-10-15,Keyboard,Accessories,Central,Distributor,45,79.0,4128.64,1.9,No
ORD-1509,2025-03-31,Mouse,Accessories,East,Retail,25,39.0,933.45,1.7,Yes
ORD-1510,2025-12-26,Headset,Accessories,Central,Online,37,129.0,4711.24,1.7,No
ORD-1511,2025-11-10,Camera,Electronics,North,Online,15,549.0,8843.37,1.6,No
ORD-1512,2025-05-02,Laptop,Electronics,South,Online,23,999.0,27430.7,4.3,No
ORD-1513,2025-06-21,Phone,Electronics,South,Retail,29,799.0,19787.77,3.8,No
ORD-1514,2025-02-25,Tablet,Electronics,West,Online,47,429.0,17147.59,3.9,No
ORD-1515,2025-07-31,Monitor,Electronics,East,Retail,32,249.0,9231.88,2.5,No
ORD-1516,2025-10-23,Keyboard,Accessories,South,Retail,42,79.0,3700.85,2.8,No
ORD-1517,2025-01-18,Mouse,Accessories,East,Online,19,39.0,635.06,1.3,No
ORD-1518,2025-07-12,Headset,Accessories,Central,Online,11,129.0,1569.69,2.4,No
ORD-1519,2025-09-05,Camera,Electronics,South,Retail,46,549.0,21739.85,4.6,No
ORD-1520,2025-02-21,Laptop,Electronics,South,Online,22,999.0,20262.46,3.8,No
ORD-1521,2025-10-04,Phone,Electronics,East,Retail,17,799.0,14686.07,1.4,No
ORD-1522,2025-10-09,Tablet,Electronics,North,Distributor,54,429.0,23671.76,1.0,No
ORD-1523,2025-12-05,Monitor,Electronics,South,Online,41,249.0,10822.31,1.1,No
ORD-1524,2025-05-30,Keyboard,Accessories,North,Distributor,6,79.0,481.47,4.1,No
ORD-1525,2025-12-05,Mouse,Accessories,Central,Online,17,39.0,584.7,1.7,No
ORD-1526,2025-07-09,Headset,Accessories,East,Online,12,129.0,1557.32,2.9,No
ORD-1527,2025-05-18,Camera,Electronics,North,Online,37,549.0,17704.28,3.7,No
ORD-1528,2025-07-31,Laptop,Electronics,Central,Online,49,999.0,51712.04,4.4,No
ORD-1529,2025-08-03,Phone,Electronics,West,Retail,35,799.0,30495.1,4.5,No
ORD-1530,2025-02-10,Tablet,Electronics,North,Retail,26,429.0,13005.25,3.3,No
ORD-1531,2025-10-20,Monitor,Electronics,South,Online,44,249.0,13081.07,4.8,No
ORD-1532,2025-03-27,Keyboard,Accessories,South,Online,14,79.0,1253.06,2.7,No
ORD-1533,2025-08-11,Mouse,Accessories,South,Retail,13,39.0,607.92,2.0,No
ORD-1534,2025-02-04,Headset,Accessories,West,Retail,6,129.0,763.04,2.3,No
ORD-1535,2025-08-23,Camera,Electronics,Central,Retail,59,549.0,37434.71,3.1,No
ORD-1536,2025-08-01,Laptop,Electronics,Central,Retail,10,999.0,9009.68,4.0,No
ORD-1537,2025-02-24,Phone,Electronics,East,Retail,37,799.0,33194.54,4.5,No
ORD-1538,2025-05-16,Tablet,Electronics,Central,Retail,25,429.0,11574.16,2.9,No
ORD-1539,2025-07-26,Monitor,Electronics,West,Online,10,249.0,2655.3,2.6,No
ORD-1540,2025-12-20,Keyboard,Accessories,West,Distributor,16,79.0,1096.21,4.6,Yes
ORD-1541,2025-06-05,Mouse,Accessories,West,Online,20,39.0,739.53,4.9,No
ORD-1542,2025-06-03,Headset,Accessories,East,Distributor,48,129.0,6223.51,3.9,No
ORD-1543,2025-02-15,Camera,Electronics,West,Online,13,549.0,7169.84,4.0,No
ORD-1544,2025-01-29,Laptop,Electronics,North,Distributor,33,999.0,37154.52,3.8,No
ORD-1545,2025-09-26,Phone,Electronics,South,Retail,57,799.0,47776.21,4.5,No
ORD-1546,2025-01-30,Tablet,Electronics,North,Distributor,16,429.0,5913.85,3.8,No
ORD-1547,2025-08-26,Monitor,Electronics,North,Online,33,249.0,8126.04,2.0,No
ORD-1548,2025-08-17,Keyboard,Accessories,West,Retail,12,79.0,1124.5,3.2,No
ORD-1549,2025-05-13,Mouse,Accessories,North,Distributor,48,39.0,2135.59,1.1,Yes
ORD-1550,2025-10-20,Headset,Accessories,South,Retail,50,129.0,7660.8,3.7,No
ORD-1551,2025-07-29,Camera,Electronics,North,Online,33,549.0,15526.6,4.6,No
ORD-1552,2025-11-04,Laptop,Electronics,East,Retail,52,999.0,44309.69,4.2,No
ORD-1553,2025-12-30,Phone,Electronics,West,Distributor,42,799.0,31758.7,2.8,No
ORD-1554,2025-06-04,Tablet,Electronics,Central,Online,44,429.0,19484.25,3.3,Yes
ORD-1555,2025-12-06,Monitor,Electronics,Central,Retail,54,249.0,15379.3,3.4,No
ORD-1556,2025-02-25,Keyboard,Accessories,East,Distributor,31,79.0,2136.37,4.4,No
ORD-1557,2025-12-31,Mouse,Accessories,South,Retail,58,39.0,2438.47,3.1,No
ORD-1558,2025-01-30,Headset,Accessories,Central,Online,52,129.0,7714.61,3.6,No
ORD-1559,2025-01-14,Camera,Electronics,East,Distributor,42,549.0,23613.25,4.6,No
ORD-1560,2025-01-19,Laptop,Electronics,Central,Retail,38,999.0,41675.6,2.4,No
ORD-1561,2025-12-18,Phone,Electronics,West,Distributor,35,799.0,30017.9,3.0,No
ORD-1562,2025-12-03,Tablet,Electronics,East,Online,57,429.0,25562.84,2.9,No
ORD-1563,2025-10-14,Monitor,Electronics,East,Online,49,249.0,14268.08,1.9,No
ORD-1564,2025-06-07,Keyboard,Accessories,East,Distributor,27,79.0,2401.4,2.0,No
ORD-1565,2025-03-02,Mouse,Accessories,Central,Retail,31,39.0,1050.36,4.8,Yes
ORD-1566,2025-04-10,Headset,Accessories,West,Retail,33,129.0,3796.97,2.2,Yes
ORD-1567,2025-03-19,Camera,Electronics,East,Online,9,549.0,5915.97,4.9,No
ORD-1568,2025-08-23,Laptop,Electronics,South,Online,10,999.0,9597.73,3.0,No
ORD-1569,2025-04-01,Phone,Electronics,North,Online,21,799.0,17988.34,2.1,No
ORD-1570,2025-03-28,Tablet,Electronics,West,Online,37,429.0,17739.18,1.5,No
ORD-1571,2025-08-08,Monitor,Electronics,West,Online,26,249.0,6475.03,1.0,No
ORD-1572,2025-07-11,Keyboard,Accessories,Central,Retail,1,79.0,91.81,1.1,Yes
ORD-1573,2025-05-08,Mouse,Accessories,East,Distributor,15,39.0,639.25,1.5,No
ORD-1574,2025-10-29,Headset,Accessories,North,Distributor,20,129.0,2343.82,4.8,No
ORD-1575,2025-09-24,Camera,Electronics,West,Retail,39,549.0,22127.01,2.4,No
ORD-1576,2025-07-03,Laptop,Electronics,West,Online,49,999.0,44836.62,1.9,No
ORD-1577,2025-03-09,Phone,Electronics,Central,Retail,14,799.0,12382.08,1.7,No
ORD-1578,2025-11-30,Tablet,Electronics,East,Retail,51,429.0,18883.27,3.5,No
ORD-1579,2025-01-25,Monitor,Electronics,North,Online,43,249.0,9506.1,3.8,No
ORD-1580,2025-07-14,Keyboard,Accessories,West,Retail,8,79.0,658.26,1.8,No
ORD-1581,2025-01-05,Mouse,Accessories,North,Retail,20,39.0,777.9,2.1,No
ORD-1582,2025-03-12,Headset,Accessories,North,Retail,27,129.0,3973.16,3.9,No
ORD-1583,2025-02-28,Camera,Electronics,South,Retail,51,549.0,24840.5,1.8,No
ORD-1584,2025-09-25,Laptop,Electronics,West,Distributor,13,999.0,12665.87,1.6,No
ORD-1585,2025-04-17,Phone,Electronics,East,Retail,45,799.0,42304.42,1.0,No
ORD-1586,2025-02-26,Tablet,Electronics,West,Retail,54,429.0,24346.39,4.8,No
ORD-1587,2025-02-08,Monitor,Electronics,East,Retail,47,249.0,12911.35,2.8,No
ORD-1588,2025-05-16,Keyboard,Accessories,South,Online,30,79.0,2056.04,4.4,No
ORD-1589,2025-12-13,Mouse,Accessories,North,Online,21,39.0,818.26,4.4,No
ORD-1590,2025-01-05,Headset,Accessories,South,Distributor,55,129.0,6374.42,2.4,No
ORD-1591,2025-11-15,Camera,Electronics,North,Distributor,18,549.0,11438.08,4.3,No
ORD-1592,2025-07-25,Laptop,Electronics,East,Online,26,999.0,30826.16,3.8,No
ORD-1593,2025-08-04,Phone,Electronics,South,Online,42,799.0,38932.09,1.5,No
ORD-1594,2025-03-23,Tablet,Electronics,Central,Online,7,429.0,2989.82,4.2,No
