customer_id,tenure_months,monthly_charges,total_charges,plan,contract,payment_method,senior_citizen,support_calls,avg_call_minutes,churn
C-10331,107,24.83,2571.37,Premium Plus,One year,Mailed check,0,0,743.7,No
C-10332,31,71.91,2181.92,Premium,Month-to-month,Credit card,0,7,247.9,Yes
C-10333,17,113.92,1968.87,Premium,Two year,Mailed check,0,1,233.7,No
C-10334,13,79.84,1036.71,Basic,Two year,Electronic check,0,5,230.6,Yes
C-10335,96,64.48,6317.8,Standard,One year,Electronic check,0,7,806.7,Yes
C-10336,105,28.69,2968.38,Standard,One year,Electronic check,0,3,671.0,Yes
C-10337,54,70.71,3924.13,Premium,One year,Bank transfer,0,0,424.0,No
C-10338,55,104.14,5777.15,Basic,Two year,Mailed check,0,3,282.8,Yes
C-10339,20,101.39,1944.4,Premium Plus,One year,Mailed check,0,0,424.8,No
C-10340,114,81.12,9136.98,Standard,Month-to-month,Mailed check,0,5,466.8,Yes
C-10341,17,104.07,1750.12,Premium,Two year,Bank transfer,0,8,464.0,No
C-10342,8,31.24,253.98,Premium,One year,Electronic check,1,2,450.4,Yes
C-10343,70,31.35,2269.14,Premium Plus,Two year,Credit card,0,6,637.3,No
C-10344,3,46.79,137.02,Standard,One year,Bank transfer,0,6,388.8,No
C-10345,110,59.87,6675.44,Basic,One year,Electronic check,0,4,436.0,Yes
C-10346,34,107.56,3697.54,Standard,Two year,Mailed check,0,8,76.7,No
C-10347,4,29.03,117.92,Premium,One year,Mailed check,0,5,509.8,No
C-10348,21,59.55,1229.48,Standard,One year,Mailed check,1,8,676.0,No
C-10349,1,104.55,100.96,Basic,Two year,Bank transfer,0,0,253.2,Yes
C-10350,25,47.25,1209.66,Basic,One year,Bank transfer,0,1,124.3,Yes
C-10351,73,21.47,1519.39,Standard,Month-to-month,Bank transfer,0,5,417.1,No
C-10352,3,47.4,141.79,Standard,Month-to-month,Bank transfer,0,6,138.2,No
C-10353,90,47.86,4099.44,Premium,Two year,Credit card,0,6,859.2,No
C-10354,10,42.41,423.12,Basic,One year,Electronic check,0,4,339.2,No
C-10355,7,76.09,527.47,Standard,One year,Credit card,0,8,667.3,Yes
C-10356,25,96.74,2334.0,Premium,One year,Bank transfer,0,6,792.0,No
C-10357,48,40.92,1912.25,Premium Plus,Two year,Credit card,0,7,492.1,No
C-10358,7,62.57,438.86,Basic,One year,Electronic check,0,2,225.8,Yes
C-10359,7,108.55,732.49,Premium Plus,Month-to-month,Credit card,0,6,67.8,Yes
C-10360,10,119.57,1203.33,Premium,Two year,Mailed check,0,2,303.8,No
C-10361,34,115.2,3803.45,Premium,Two year,Bank transfer,0,2,198.0,No
C-10362,97,51.77,4773.42,Standard,Month-to-month,Mailed check,0,3,643.0,No
C-10363,107,29.47,3171.94,Premium Plus,Two year,Mailed check,0,5,588.2,No
C-10364,29,48.42,1441.67,Premium Plus,Two year,Bank transfer,0,8,514.5,No
C-10365,26,79.26,2073.88,Basic,Two year,Mailed check,0,8,553.3,Yes
C-10366,83,77.57,6421.19,Premium,Two year,Mailed check,1,0,718.0,No
C-10367,26,112.95,2884.82,Standard,Month-to-month,Electronic check,0,2,489.8,No
C-10368,110,86.48,9570.01,Premium,One year,Credit card,0,6,653.2,Yes
C-10369,58,103.86,5851.54,Premium,Two year,Mailed check,0,4,657.5,No
C-10370,90,64.16,5862.22,Premium,Two year,Mailed check,0,0,787.6,No
C-10371,118,54.6,6713.79,Premium Plus,Month-to-month,Mailed check,0,6,374.3,No
C-10372,2,64.21,133.7,Standard,Month-to-month,Bank transfer,0,8,834.1,Yes
C-10373,37,84.72,3057.23,Premium Plus,One year,Electronic check,0,0,785.1,No
C-10374,116,83.22,9895.42,Premium Plus,Month-to-month,Electronic check,0,0,370.4,No
C-10375,24,93.62,2147.13,Standard,Month-to-month,Electronic check,0,5,141.9,No
C-10376,40,85.51,3357.63,Basic,One year,Mailed check,1,5,493.7,No
C-10377,86,103.77,8609.65,Basic,Month-to-month,Bank transfer,0,1,205.0,No
C-10378,3,80.85,253.25,Premium Plus,Month-to-month,Bank transfer,0,4,530.9,No
C-10379,9,66.63,624.74,Basic,Two year,Mailed check,1,1,216.0,Yes
C-10380,2,98.87,202.17,Standard,Two year,Mailed check,0,4,763.3,Yes
C-10381,36,95.58,3330.09,Standard,One year,Mailed check,0,5,407.7,No
C-10382,29,108.36,3014.36,Standard,One year,Bank transfer,0,5,353.0,No
C-10383,117,88.7,10020.59,Standard,Month-to-month,Mailed check,1,6,351.4,No
C-10384,40,54.22,2107.7,Premium,Month-to-month,Bank transfer,0,0,834.4,Yes
C-10385,20,33.98,706.87,Premium,One year,Bank transfer,0,1,588.8,No
C-10386,2,62.14,129.41,Premium,One year,Bank transfer,0,2,452.1,Yes
C-10387,13,63.9,822.34,Premium Plus,Two year,Mailed check,0,4,667.6,No
C-10388,64,87.86,5771.02,Premium,Month-to-month,Electronic check,1,6,417.8,No
C-10389,46,60.08,2870.52,Basic,Month-to-month,Mailed check,0,2,169.1,No
C-10390,50,117.03,5655.67,Premium,Month-to-month,Electronic check,1,2,228.3,Yes
C-10391,17,50.75,882.09,Standard,Month-to-month,Mailed check,1,8,770.4,No
C-10392,49,67.73,3384.74,Premium,Month-to-month,Credit card,0,6,758.3,No
C-10393,26,58.76,1494.64,Premium,Month-to-month,Credit card,0,6,508.7,Yes
C-10394,64,86.99,5419.91,Basic,Month-to-month,Bank transfer,1,5,481.2,Yes
C-10395,5,79.92,387.13,Premium Plus,Month-to-month,Mailed check,0,4,425.7,Yes
C-10396,61,85.4,5376.77,Premium Plus,Month-to-month,Electronic check,0,4,865.2,Yes
C-10397,78,36.35,2901.27,Basic,One year,Credit card,1,0,195.1,No
C-10398,22,70.7,1540.11,Premium Plus,Month-to-month,Electronic check,0,4,417.0,No
C-10399,11,100.71,1089.54,Premium Plus,Two year,Bank transfer,0,1,719.8,Yes
C-10400,90,95.96,8815.66,Basic,Month-to-month,Bank transfer,0,3,492.5,No
C-10401,110,24.85,2697.17,Premium,Month-to-month,Bank transfer,0,4,417.6,No
C-10402,37,74.27,2699.8,Standard,One year,Electronic check,0,1,360.1,Yes
C-10403,5,93.87,479.99,Standard,Month-to-month,Credit card,0,6,809.9,Yes
C-10404,63,88.9,5343.43,Standard,Two year,Bank transfer,1,5,92.2,No
C-10405,10,71.26,707.08,Basic,One year,Electronic check,1,2,858.3,No
C-10406,48,85.29,4122.94,Basic,One year,Bank transfer,1,8,512.9,No
C-10407,36,99.9,3573.72,Premium,Two year,Mailed check,0,4,481.3,No
C-10408,5,59.87,290.58,Standard,Two year,Credit card,0,2,290.8,Yes
C-10409,116,99.03,11286.0,Premium,Month-to-month,Electronic check,0,4,671.7,Yes
C-10410,115,62.08,6791.21,Premium,Two year,Bank transfer,0,5,350.9,No
C-10411,101,66.19,6611.69,Premium Plus,Month-to-month,Credit card,0,0,615.0,Yes
C-10412,12,68.65,813.02,Premium,Month-to-month,Bank transfer,0,5,439.3,No
C-10413,97,35.59,3623.4,Standard,Two year,Electronic check,0,4,527.4,No
C-10414,104,57.53,5741.99,Standard,One year,Mailed check,0,3,893.4,No
C-10415,39,106.49,4119.13,Premium Plus,Two year,Bank transfer,0,5,707.2,No
C-10416,12,108.48,1348.5,Premium,Two year,Credit card,0,7,300.5,No
C-10417,102,112.39,11273.54,Standard,One year,Credit card,0,2,634.0,No
C-10418,10,78.02,789.47,Premium Plus,One year,Mailed check,0,8,899.1,No
C-10419,73,52.5,3675.74,Standard,Month-to-month,Bank transfer,0,0,684.1,No
C-10420,90,71.13,6234.82,Standard,Month-to-month,Credit card,0,3,331.1,No
C-10421,38,109.44,4201.66,Standard,Two year,Mailed check,0,2,877.2,Yes
C-10422,11,103.79,1085.39,Standard,Month-to-month,Electronic check,0,6,788.3,No
C-10423,109,27.04,3010.96,Premium Plus,One year,Electronic check,1,7,463.9,No
C-10424,3,101.17,307.43,Basic,One year,Credit card,0,6,721.4,No
C-10425,8,104.71,824.26,Basic,Two year,Mailed check,0,7,236.5,Yes
C-10426,9,84.2,738.46,Basic,One year,Bank transfer,1,5,308.0,Yes
C-10427,107,98.74,10184.86,Premium,Two year,Bank transfer,0,0,245.7,Yes
C-10428,67,56.27,3820.57,Premium,One year,Credit card,1,7,625.6,Yes
C-10429,24,100.52,2353.93,Standard,Month-to-month,Mailed check,0,0,774.8,No
C-10430,39,78.42,3210.11,Premium,One year,Credit card,0,7,579.5,No
C-10431,18,84.39,1516.78,Premium,Two year,Mailed check,0,8,464.9,No
C-10432,109,21.42,2253.08,Basic,One year,Electronic check,0,3,359.5,No
C-10433,115,111.27,12826.91,Basic,Two year,Mailed check,1,3,365.4,No
C-10434,4,82.64,331.71,Premium,Two year,Electronic check,0,0,435.2,No
C-10435,28,45.61,1242.39,Standard,Two year,Credit card,1,2,93.8,No
C-10436,45,47.75,2235.37,Standard,Two year,Bank transfer,1,0,234.5,Yes
C-10437,34,96.17,3122.99,Premium Plus,One year,Electronic check,0,3,461.8,No
C-10438,99,67.6,6558.53,Basic,Two year,Electronic check,0,6,783.4,No
C-10439,12,108.65,1298.1,Standard,Two year,Electronic check,1,4,693.8,No
C-10440,44,83.11,3709.97,Premium,Two year,Bank transfer,0,8,269.2,No
C-10441,47,76.13,3737.59,Premium,Two year,Credit card,0,0,328.1,No
C-10442,112,36.31,4213.95,Basic,One year,Bank transfer,0,8,750.9,Yes
C-10443,26,96.29,2511.15,Standard,One year,Electronic check,0,4,839.1,No
C-10444,34,87.19,2867.16,Premium,Month-to-month,Mailed check,0,2,333.6,Yes
C-10445,117,79.52,9277.77,Premium Plus,Two year,Bank transfer,0,5,181.8,No
C-10446,72,55.39,4092.84,Premium,One year,Electronic check,0,6,106.5,No
C-10447,84,84.58,7249.9,Standard,One year,Mailed check,0,4,307.6,Yes
C-10448,49,52.18,2632.88,Premium Plus,One year,Credit card,0,4,149.7,No
C-10449,27,52.55,1482.23,Premium Plus,Two year,Credit card,0,7,269.9,No
C-10450,74,30.14,2182.24,Premium,One year,Credit card,0,2,799.9,No
C-10451,9,117.72,1067.33,Premium Plus,Month-to-month,Electronic check,1,7,266.0,Yes
C-10452,45,73.1,3147.39,Premium,Two year,Bank transfer,0,5,820.3,No
C-10453,120,108.46,12797.86,Standard,One year,Bank transfer,0,4,567.0,No
C-10454,2,31.92,60.95,Premium Plus,One year,Electronic check,0,8,373.7,No
C-10455,74,115.98,8697.85,Premium,Two year,Electronic check,0,1,878.4,No
C-10456,11,35.82,413.44,Basic,Two year,Electronic check,1,6,746.9,No
C-10457,111,108.94,12183.3,Standard,Two year,Credit card,0,8,716.1,Yes
C-10458,73,60.15,4175.15,Premium,Month-to-month,Bank transfer,0,6,186.4,Yes
C-10459,34,87.45,3053.56,Premium,Two year,Bank transfer,0,2,218.6,No
C-10460,16,50.85,776.13,Basic,Month-to-month,Mailed check,0,8,352.8,No
C-10461,9,107.06,956.24,Standard,Two year,Bank transfer,0,3,846.5,Yes
C-10462,30,22.73,678.08,Premium Plus,Month-to-month,Mailed check,1,6,101.3,No
C-10463,109,39.86,4203.58,Premium Plus,Two year,Electronic check,1,2,695.5,Yes
C-10464,10,94.06,913.35,Premium,Two year,Electronic check,1,8,362.3,Yes
C-10465,45,31.2,1390.0,Premium Plus,Month-to-month,Electronic check,0,5,362.7,No
C-10466,38,63.41,2444.18,Premium,Month-to-month,Credit card,1,7,73.3,Yes
C-10467,48,84.74,4093.79,Premium,Month-to-month,Mailed check,0,8,190.8,Yes
C-10468,98,26.12,2537.97,Standard,Two year,Mailed check,0,6,204.8,No
C-10469,24,100.94,2340.77,Standard,One year,Credit card,1,3,317.1,Yes
C-10470,57,82.19,4466.62,Basic,Month-to-month,Mailed check,0,6,99.1,No
C-10471,92,92.25,8251.66,Standard,Month-to-month,Credit card,0,1,154.4,Yes
C-10472,111,118.34,12479.9,Premium Plus,Month-to-month,Credit card,1,7,815.6,No
C-10473,39,52.29,2037.84,Premium,Two year,Mailed check,0,2,244.2,Yes
C-10474,15,42.56,663.1,Basic,Two year,Electronic check,0,3,250.0,No
C-10475,24,85.94,2066.67,Premium,Two year,Bank transfer,1,2,335.5,No
C-10476,70,34.52,2307.18,Basic,Two year,Mailed check,1,2,72.0,No
C-10477,2,36.19,71.25,Premium,Month-to-month,Credit card,0,7,893.9,Yes
C-10478,116,46.28,5376.26,Premium Plus,Month-to-month,Bank transfer,0,5,897.2,No
C-10479,17,54.1,952.46,Premium Plus,Two year,Bank transfer,0,1,716.8,Yes
C-10480,93,22.54,2014.71,Standard,Month-to-month,Bank transfer,0,2,793.6,No
C-10481,44,63.62,2907.23,Basic,Two year,Mailed check,0,2,765.6,No
C-10482,25,39.87,1032.63,Premium,Two year,Electronic check,0,8,364.6,Yes
C-10483,36,114.72,4185.64,Standard,One year,Mailed check,0,2,514.3,No
C-10484,79,47.84,3749.6,Premium Plus,One year,Credit card,0,7,330.4,No
C-10485,37,27.49,1063.84,Premium,Month-to-month,Electronic check,1,6,177.9,No
C-10486,102,96.46,9731.68,Standard,One year,Mailed check,0,3,760.8,No
C-10487,8,116.34,953.03,Premium,Month-to-month,Mailed check,1,3,432.4,Yes
C-10488,42,21.08,896.74,Basic,Two year,Credit card,0,3,614.8,Yes
C-10489,38,74.13,2932.58,Premium Plus,Month-to-month,Bank transfer,0,4,857.6,No
C-10490,4,103.8,401.43,Premium,Month-to-month,Credit card,0,4,248.7,Yes
C-10491,7,119.76,866.55,Premium,Month-to-month,Credit card,1,6,107.6,Yes
C-10492,9,104.23,953.73,Premium,One year,Bank transfer,0,5,129.8,Yes
C-10493,12,100.6,1227.19,Standard,Two year,Electronic check,0,7,531.0,No
C-10494,92,71.9,6809.01,Premium Plus,Month-to-month,Electronic check,0,1,158.7,No
C-10495,30,78.01,2374.72,Premium Plus,One year,Credit card,0,7,541.6,Yes
C-10496,4,101.32,392.34,Premium Plus,Two year,Bank transfer,1,1,305.5,Yes
C-10497,73,92.91,7103.63,Premium,One year,Mailed check,1,4,434.6,No
C-10498,3,65.82,198.39,Premium,Month-to-month,Bank transfer,0,6,692.8,No
C-10499,20,105.66,2184.25,Premium,One year,Mailed check,0,5,756.1,No
C-10500,12,29.04,357.42,Premium Plus,One year,Mailed check,0,4,779.0,No
C-10501,108,53.7,5696.81,Premium Plus,One year,Electronic check,0,3,548.8,No
C-10502,45,73.83,3186.31,Premium Plus,Two year,Credit card,0,4,182.4,Yes
C-10503,66,55.38,3770.06,Standard,One year,Bank transfer,0,1,332.0,No
C-10504,32,102.61,3128.0,Standard,Two year,Mailed check,0,3,266.1,No
C-10505,32,84.79,2583.25,Standard,Month-to-month,Credit card,0,7,408.2,Yes
C-10506,31,38.61,1183.4,Premium Plus,Two year,Bank transfer,0,5,734.9,No
C-10507,43,57.02,2499.23,Standard,One year,Bank transfer,0,3,728.3,Yes
C-10508,14,118.1,1670.61,Premium Plus,Two year,Bank transfer,0,8,749.7,No
C-10509,32,46.91,1491.54,Basic,One year,Mailed check,0,0,530.4,No
C-10510,3,67.66,207.42,Standard,Month-to-month,Bank transfer,0,0,659.4,Yes
C-10511,110,90.42,9984.39,Standard,One year,Bank transfer,0,5,255.4,No
C-10512,77,96.63,7629.85,Premium,Month-to-month,Electronic check,1,1,575.6,Yes
C-10513,96,36.12,3637.29,Standard,Month-to-month,Mailed check,1,0,605.5,No
C-10514,120,31.95,4006.16,Basic,Month-to-month,Credit card,1,6,380.3,No
C-10515,101,104.73,10504.07,Standard,Month-to-month,Bank transfer,0,7,136.2,Yes
C-10516,43,40.06,1765.96,Premium,Two year,Bank transfer,0,0,798.6,No
C-10517,5,25.91,129.93,Premium,Month-to-month,Electronic check,0,5,383.2,No
C-10518,5,76.34,369.55,Basic,Month-to-month,Mailed check,0,5,141.5,Yes
C-10519,22,57.42,1222.5,Standard,One year,Mailed check,0,7,85.5,No
C-10520,5,108.82,554.06,Basic,One year,Mailed check,1,1,478.0,Yes
C-10521,22,112.0,2451.17,Premium Plus,Two year,Electronic check,0,8,115.0,No
C-10522,30,34.14,978.99,Premium Plus,Month-to-month,Credit card,0,1,772.1,Yes
C-10523,12,85.48,988.37,Premium Plus,Two year,Mailed check,0,4,853.2,No
C-10524,85,63.51,5431.42,Basic,One year,Credit card,0,4,478.0,Yes
C-10525,47,89.89,4261.78,Basic,Month-to-month,Mailed check,1,5,681.0,Yes
C-10526,1,116.68,120.46,Premium Plus,Month-to-month,Credit card,0,8,500.1,Yes
C-10527,21,57.08,1245.71,Basic,Month-to-month,Bank transfer,0,1,659.8,No
C-10528,103,77.11,8092.75,Basic,Month-to-month,Bank transfer,1,0,819.7,Yes
C-10529,54,118.71,6189.78,Standard,One year,Mailed check,1,4,800.8,No
C-10530,94,77.05,7542.36,Premium,Month-to-month,Credit card,1,0,409.3,No
C-10531,85,47.81,4142.09,Standard,One year,Electronic check,0,7,168.3,Yes
C-10532,26,83.76,2108.8,Basic,Month-to-month,Bank transfer,1,2,852.5,No
C-10533,47,91.5,4330.65,Premium Plus,One year,Electronic check,0,1,391.7,No
C-10534,26,75.47,1956.13,Premium Plus,Month-to-month,Electronic check,0,1,252.1,No
C-10535,78,28.36,2264.8,Basic,Month-to-month,Credit card,0,0,616.8,No
C-10536,28,92.49,2682.82,Basic,Two year,Bank transfer,0,2,354.1,Yes
C-10537,35,25.64,872.74,Premium Plus,Month-to-month,Mailed check,1,5,612.7,No
C-10538,97,107.13,10039.44,Basic,Month-to-month,Bank transfer,0,0,153.5,Yes
C-10539,10,71.8,705.19,Basic,Two year,Electronic check,0,2,817.3,No
C-10540,25,58.12,1412.97,Basic,One year,Electronic check,0,8,122.1,Yes
C-10541,115,84.48,9956.2,Premium,Two year,Credit card,0,4,349.9,No
C-10542,112,111.94,12091.46,Standard,One year,Mailed check,0,6,899.3,No
C-10543,18,94.0,1727.65,Premium Plus,One year,Mailed check,0,6,165.0,No
C-10544,55,114.19,6564.56,Premium Plus,One year,Credit card,0,5,343.8,No
C-10545,77,92.33,6892.29,Standard,Month-to-month,Bank transfer,0,7,520.5,Yes
C-10546,84,84.4,7197.53,Standard,One year,Bank transfer,0,6,102.7,Yes
C-10547,30,75.17,2183.01,Standard,Two year,Credit card,0,0,642.9,No
C-10548,91,86.7,8001.13,Premium,Two year,Mailed check,0,2,405.5,No
C-10549,104,106.8,11231.96,Standard,One year,Electronic check,0,1,721.0,No
C-10550,7,20.87,151.96,Basic,One year,Mailed check,1,2,864.7,Yes
C-10551,38,56.29,2104.5,Premium,Two year,Mailed check,1,4,314.7,No
C-10552,15,36.33,548.31,Basic,Two year,Credit card,1,4,639.6,No
C-10553,26,86.39,2331.55,Standard,One year,Credit card,0,6,460.6,Yes
C-10554,5,88.81,461.55,Premium,One year,Credit card,0,5,803.9,Yes
C-10555,9,26.89,233.53,Standard,Two year,Mailed check,0,5,305.6,Yes
C-10556,9,80.28,758.05,Premium Plus,Month-to-month,Bank transfer,0,4,221.3,Yes
C-10557,45,110.43,5043.59,Basic,One year,Bank transfer,0,4,437.1,Yes
C-10558,83,24.05,1922.42,Premium Plus,Two year,Electronic check,0,0,314.3,No
C-10559,32,58.0,1825.49,Basic,Two year,Credit card,0,6,654.1,No
C-10560,18,91.91,1646.09,Standard,One year,Electronic check,0,5,783.6,Yes
C-10561,7,101.08,683.08,Basic,Month-to-month,Mailed check,0,1,785.5,Yes
C-10562,6,21.34,134.0,Premium,Two year,Credit card,0,5,720.4,No
C-10563,11,32.2,343.06,Standard,Month-to-month,Electronic check,1,0,423.7,No
C-10564,28,25.0,698.32,Basic,One year,Mailed check,0,7,568.6,No
C-10565,20,48.81,944.56,Basic,One year,Mailed check,0,4,180.9,Yes
C-10566,36,32.4,1223.78,Basic,Month-to-month,Mailed check,0,6,593.6,Yes
C-10567,46,61.23,2882.89,Premium,Month-to-month,Electronic check,0,4,296.4,No
C-10568,14,26.16,375.6,Premium Plus,One year,Credit card,1,1,626.2,Yes
C-10569,97,117.72,11260.67,Basic,One year,Electronic check,0,4,670.8,No
C-10570,63,55.81,3450.45,Premium Plus,One year,Mailed check,0,3,553.3,No
C-10571,6,55.29,346.51,Premium Plus,One year,Credit card,0,7,789.7,No
C-10572,111,35.27,4027.83,Premium Plus,One year,Credit card,1,2,395.5,No
C-10573,4,99.14,380.49,Standard,Month-to-month,Credit card,0,7,185.9,Yes
C-10574,55,22.17,1225.36,Premium Plus,Month-to-month,Mailed check,0,3,468.7,No
C-10575,110,63.51,7308.47,Standard,One year,Electronic check,1,5,653.1,Yes
C-10576,39,43.52,1664.69,Premium Plus,Month-to-month,Mailed check,0,5,589.6,Yes
C-10577,92,32.18,3051.49,Standard,Two year,Mailed check,0,5,534.9,No
C-10578,99,21.77,2195.81,Premium,One year,Bank transfer,0,7,720.9,No
C-10579,67,99.38,6706.58,Standard,Month-to-month,Mailed check,1,3,743.2,No
C-10580,32,76.33,2503.67,Basic,One year,Bank transfer,0,1,504.6,Yes
C-10581,116,110.04,13136.45,Premium,Month-to-month,Bank transfer,0,2,365.6,No
C-10582,4,44.66,179.75,Basic,One year,Bank transfer,0,5,467.1,No
C-10583,68,108.32,7443.16,Standard,Two year,Bank transfer,0,0,677.8,No
C-10584,33,99.88,3401.05,Premium,Month-to-month,Electronic check,0,4,279.2,Yes
C-10585,17,22.53,401.89,Premium Plus,Month-to-month,Credit card,0,6,526.4,No
C-10586,107,30.77,3277.03,Premium,One year,Mailed check,0,2,331.2,No
C-10587,1,25.24,26.08,Premium,Two year,Credit card,0,8,81.4,Yes
C-10588,93,52.39,4942.25,Standard,One year,Bank transfer,0,0,801.9,No
C-10589,6,91.73,531.2,Standard,One year,Mailed check,0,3,137.2,Yes
C-10590,60,53.82,3243.77,Premium Plus,One year,Credit card,0,6,643.5,No
C-10591,8,64.85,528.32,Basic,One year,Electronic check,0,0,600.0,Yes
C-10592,32,24.24,747.58,Standard,Month-to-month,Bank transfer,1,5,385.5,No
C-10593,73,71.02,5140.36,Premium,One year,Electronic check,0,0,228.1,No
C-10594,2,42.95,89.18,Premium Plus,Month-to-month,Mailed check,0,6,238.7,Yes
C-10595,6,94.43,547.31,Premium,One year,Mailed check,0,4,341.0,Yes
C-10596,57,59.26,3428.96,Premium,One year,Credit card,0,3,215.3,No
C-10597,4,100.46,393.75,Standard,Month-to-month,Mailed check,0,4,363.2,No
C-10598,6,82.61,481.6,Premium,Month-to-month,Mailed check,0,5,233.3,Yes
C-10599,96,52.74,5053.0,Premium Plus,Two year,Bank transfer,0,3,125.2,No
C-10600,7,105.27,722.41,Basic,Month-to-month,Credit card,1,2,141.7,No
C-10601,55,84.58,4613.52,Premium Plus,Two year,Electronic check,1,4,707.2,Yes
C-10602,9,34.18,321.54,Premium Plus,Month-to-month,Electronic check,0,7,206.6,No
C-10603,7,92.48,616.45,Premium Plus,Two year,Credit card,0,1,674.4,Yes
C-10604,16,26.52,422.86,Premium Plus,Month-to-month,Mailed check,0,0,544.5,No
C-10605,6,26.3,162.56,Premium,Two year,Electronic check,0,4,869.1,No
C-10606,28,88.97,2580.09,Basic,Two year,Credit card,0,3,661.1,No
C-10607,3,56.4,167.06,Premium,One year,Bank transfer,1,8,514.2,No
C-10608,72,83.93,6335.14,Premium Plus,Month-to-month,Bank transfer,0,2,744.0,Yes
C-10609,118,74.23,8441.75,Premium,One year,Bank transfer,0,7,438.6,No
C-10610,13,54.35,723.85,Standard,Two year,Mailed check,0,3,752.7,No
C-10611,75,102.34,7733.42,Basic,Two year,Bank transfer,0,8,618.3,No
C-10612,24,42.68,1054.73,Premium,One year,Credit card,0,8,611.8,No
C-10613,80,77.7,6303.32,Premium Plus,Two year,Credit card,0,2,760.9,Yes
C-10614,36,20.06,754.67,Basic,One year,Mailed check,0,6,314.4,Yes
C-10615,33,83.82,2685.04,Standard,Month-to-month,Electronic check,0,1,272.9,Yes
C-10616,10,114.49,1132.05,Premium Plus,Month-to-month,Mailed check,0,4,420.0,Yes
C-10617,117,81.48,9361.21,Basic,Two year,Electronic check,0,4,648.5,Yes
C-10618,90,96.98,9120.2,Premium Plus,Two year,Credit card,0,0,379.2,No
C-10619,99,67.49,6769.24,Basic,Month-to-month,Electronic check,0,7,379.1,No
C-10620,56,80.36,4591.98,Premium Plus,Month-to-month,Credit card,0,3,575.5,No
C-10621,7,88.38,616.38,Basic,Two year,Credit card,0,8,609.1,Yes
C-10622,3,78.57,227.76,Premium Plus,Month-to-month,Bank transfer,1,5,418.5,Yes
C-10623,14,39.91,575.88,Premium Plus,Month-to-month,Mailed check,0,6,96.9,No
C-10624,16,54.01,902.88,Premium Plus,Month-to-month,Electronic check,0,1,198.1,No
C-10625,24,117.88,2809.31,Basic,One year,Bank transfer,0,8,149.3,No
C-10626,98,47.89,4903.79,Premium Plus,Month-to-month,Bank transfer,0,7,397.1,Yes
C-10627,27,32.1,862.03,Standard,Month-to-month,Bank transfer,0,8,280.9,No
C-10628,12,38.55,446.29,Premium Plus,Month-to-month,Mailed check,0,6,69.4,Yes
C-10629,5,98.81,469.79,Basic,Two year,Mailed check,0,5,833.4,No
C-10630,103,38.87,3958.71,Premium Plus,One year,Electronic check,0,2,620.3,Yes
C-10631,14,67.77,940.57,Basic,Two year,Bank transfer,0,3,755.5,No
C-10632,74,95.24,7168.74,Basic,One year,Bank transfer,0,6,437.9,Yes
C-10633,36,110.75,3949.73,Premium Plus,Two year,Mailed check,1,3,563.1,No
C-10634,44,97.31,4103.88,Premium Plus,Two year,Mailed check,0,0,370.4,Yes
C-10635,81,66.45,5608.15,Premium,One year,Credit card,1,8,469.7,No
C-10636,20,53.71,1027.25,Premium Plus,One year,Bank transfer,0,4,794.8,No
C-10637,30,112.68,3314.94,Premium,Month-to-month,Bank transfer,0,8,627.9,Yes
C-10638,41,79.78,3359.27,Standard,Two year,Bank transfer,1,3,637.2,Yes
C-10639,71,74.28,5101.64,Premium,Month-to-month,Bank transfer,0,3,232.8,No
C-10640,54,108.73,5736.81,Premium Plus,One year,Credit card,0,8,346.8,No
C-10641,46,27.21,1189.49,Basic,One year,Mailed check,1,4,839.4,No
C-10642,114,78.36,8531.94,Premium,Two year,Credit card,0,7,560.0,Yes
C-10643,110,58.69,6650.42,Basic,Month-to-month,Electronic check,0,0,771.6,Yes
C-10644,38,74.85,2897.41,Premium,Month-to-month,Mailed check,0,0,808.7,No
C-10645,1,31.14,31.51,Premium,One year,Bank transfer,0,8,357.0,Yes
C-10646,27,22.3,595.07,Premium,Month-to-month,Electronic check,0,2,136.6,No
C-10647,44,32.46,1380.49,Standard,One year,Mailed check,0,3,294.8,No
C-10648,2,87.12,173.3,Premium Plus,Two year,Mailed check,1,1,771.7,No
C-10649,95,64.41,6272.35,Standard,Two year,Electronic check,1,8,702.6,No
C-10650,35,69.15,2393.12,Premium,One year,Credit card,0,3,373.3,No
C-10651,11,103.69,1119.4,Premium Plus,Month-to-month,Credit card,0,4,269.0,Yes
C-10652,40,57.94,2351.32,Premium Plus,Month-to-month,Electronic check,0,7,659.0,No
C-10653,4,77.17,306.99,Premium,One year,Credit card,0,1,427.4,Yes
C-10654,56,46.91,2649.42,Premium,One year,Mailed check,0,0,882.5,No
C-10655,50,96.07,4897.32,Basic,Two year,Electronic check,1,4,126.6,Yes
C-10656,44,34.9,1494.0,Standard,One year,Bank transfer,0,2,497.2,No
C-10657,26,82.09,2218.63,Standard,One year,Mailed check,0,0,738.5,No
C-10658,34,91.25,3113.03,Basic,Month-to-month,Credit card,0,8,699.1,No
C-10659,15,73.37,1064.43,Standard,Month-to-month,Bank transfer,0,8,743.2,Yes
C-10660,4,33.49,138.81,Basic,One year,Bank transfer,0,4,448.4,Yes
C-10661,102,91.02,8882.11,Standard,Month-to-month,Credit card,0,2,60.5,No
